Label,Statements,Type,Strength,statement_length,word_count
Strong myths,Toddlers Should Walk at Around 12 to 13 Months,Myths,Strong,46,9
Strong myths,Infants need to be bathed every day,Myths,Strong,35,7
Strong myths,Kids Should Wear Sunscreen At All Time,Myths,Strong,38,7
Strong myths,Teething causes fever,Myths,Strong,21,3
Strong myths,Putting honey on a dummy will help with teething,Myths,Strong,48,9
Strong myths,Young Children Must Eat A Variety Of Foods Daily,Myths,Strong,48,9
Strong myths,Healthy food can be fed to kids in disguise,Myths,Strong,43,9
Strong myths,High sugar correlates with high energy,Myths,Strong,38,6
Strong myths,A vegetarian diet cannot ensure proper growth,Myths,Strong,45,7
Strong myths,Introducing solids earlier will get your baby to sleep in longer stretches,Myths,Strong,74,12
Strong myths,New milk on top of old milk causes tummy aches,Myths,Strong,46,10
Strong myths,Some children would starve to death if their parents did not coax them to eat,Myths,Strong,77,15
Strong myths,Sleeping is a natural development & canâ€™t be taught,Myths,Strong,53,9
Strong myths,Sleep training is stressful for your baby & can affect the parent-child attachment,Myths,Strong,82,13
Strong myths,Itâ€™s okay for babies to sleep on their stomachs.,Myths,Strong,50,9
Strong myths,TV at bedtime can help lull children to sleep.,Myths,Strong,46,9
Strong myths,Babies will naturally dictate their own sleep schedule,Myths,Strong,54,8
Strong myths,Toddlers should sleep through the night,Myths,Strong,39,6
Strong myths,Babies should sleep through the night and in their own bed by the age of 6 months,Myths,Strong,81,17
Strong myths,"Late to Bed, Late to Rise",Myths,Strong,25,6
Strong myths,Sleeping too much during the day will keep your baby up at night,Myths,Strong,64,13
Strong myths,Babies are not designed to sleep through the night,Myths,Strong,50,9
Strong myths,CHILDREN WHO WET THE BED ARE LAZY.,Myths,Strong,34,7
Strong myths,Bed-wetting is a sign of serious emotional problems,Myths,Strong,51,8
Strong myths,Your baby should poop every day.,Myths,Strong,32,6
Strong myths,Babies need to poo every day,Myths,Strong,28,6
Strong myths,Toddlers are potty trained in three days,Myths,Strong,40,7
Strong myths,Toilet Training Must Start at 18 Months,Myths,Strong,39,7
Strong myths,Children who are toilet trained before 2 years old are â€œadvancedâ€ or more intelligent,Myths,Strong,89,14
Strong myths,Children must be toilet-trained between two and three years old,Myths,Strong,63,10
Strong myths,A flu shot can give your baby the flu.,Myths,Strong,38,9
Strong myths,Vaccines caused the rise in autism diagnoses,Myths,Strong,44,7
Strong myths,"Itâ€™s never too early to check for autism/ADHD,",Myths,Strong,48,8
Strong myths,A good response to stimulant medication is proof that a child has ADHD,Myths,Strong,70,13
Strong myths,Only children have DLD,Myths,Strong,22,4
Strong myths,You need to clean the baby's cord with antiseptic and alcohol,Myths,Strong,61,11
Strong myths,Allergies are all genetic ,Myths,Strong,26,4
Strong myths,Children are overmedicated,Myths,Strong,26,3
Strong myths,Children tend to grow out of mental health problems. And it is expected,Myths,Strong,71,13
Strong myths,Children do not experience mental health problems.,Myths,Strong,50,7
Strong myths,My childâ€™s problem is just a phase or is for attention-seeking.,Myths,Strong,65,11
Strong myths,My child just wants to make up her own story,Myths,Strong,44,10
Strong myths,A child with a mental health disorder is damaged for life.,Myths,Strong,58,11
Strong myths,A child can manage a psychiatric disorder through willpower. No external support is required. ,Myths,Strong,94,14
Strong myths,I can help my child manage their mental health disorders by helping them with their willpower.,Myths,Strong,94,16
Strong myths,My child will outgrow the problem,Myths,Strong,33,6
Strong myths,Childrenâ€™s mental health therapy is a huge waste of time.,Myths,Strong,59,10
Strong myths,Therapy for kids is a waste of time.,Myths,Strong,36,8
Strong myths,The youngster is lifelong harmed with a mental illness,Myths,Strong,54,9
Strong myths,Young girls are more likely to have clinical depression than young boys ,Myths,Strong,72,12
Strong myths,"When a newborn suddenly flails and jerks both his arms and his legs, heâ€™s having a seizure",Myths,Strong,92,17
Strong myths,Children should come first.,Myths,Strong,27,4
Strong myths,"If your baby spits up a lot, something is wrong.",Myths,Strong,48,10
Strong myths,There is no relationship between the amount of television children watch and their behaviour,Myths,Strong,92,14
Strong myths,presence of an intrinsic evil in the child,Myths,Strong,42,8
Strong myths,Children are total drama queens,Myths,Strong,31,5
Strong myths,Toddlers throw tantrums to be naughty,Myths,Strong,37,6
Strong myths,"fussy, high-needs babies turn out to be difficult children",Myths,Strong,58,9
Strong myths,Kids Are Resilient,Myths,Strong,18,3
Strong myths,All kids are picky.,Myths,Strong,19,4
Strong myths,Toddlers are selfish,Myths,Strong,20,3
Strong myths,All Toddlers Have Tantrums. Donâ€™t They?,Myths,Strong,41,6
Strong myths,"â€œOnly Childâ€ Stereotypes. Only children are spoiled, selfish, lonely and overly dependent on their care givers",Myths,Strong,114,16
Strong myths,Seeing other people be aggressive will decrease childrenâ€™s aggressive drive,Myths,Strong,77,10
Strong myths,Crack babies can't be cured and will always have serious problems,Myths,Strong,65,11
Strong myths,The 'terrible twos' are indeed terrible.,Myths,Strong,40,6
Strong myths,There is no avoiding the 'terrible twos,Myths,Strong,39,7
Strong myths,Toddlers drop food on the floor because they want to make their parents mad,Myths,Strong,75,14
Strong myths,Preschoolers who hold their breath when angry are trying to upset their parents and get their own way,Myths,Strong,101,18
Strong myths,"Preschoolers who try to bargain with their parents really want to manipulate and control adults, and they should not be allowed to negotiate",Myths,Strong,140,23
Strong myths,High self-esteem makes children perform better in school,Myths,Strong,56,8
Strong myths,Children and adolescents learn bad behavior from their peers,Myths,Strong,60,9
Strong myths,"Children who play with matches will grow up to be seriously disturbed and violent and will probably be serial killers, especially if they are also cruel to animals and wet their beds",Myths,Strong,182,32
Strong myths,"Bullying is a natural behavior for children, and there's nothing you can do to stop it",Myths,Strong,86,16
Strong myths,Adopted children have many more problems of social and emotional development than nonadopted children do,Myths,Strong,104,15
Strong myths,The DARE program is an effective way to prevent children and adolescents from dealing or using drugs The DARE program is an effective way to prevent children and adolescents from dealing or using drugs,Myths,Strong,201,34
Strong myths,Children are reaching puberty earlier with each generation,Myths,Strong,58,8
Strong myths,Friendly Competition Never Hurt Anyone,Myths,Strong,38,5
Strong myths,My child doesnâ€™t like competition,Myths,Strong,35,5
Strong myths,ProtectionKids can be â€œscared straightâ€ from delinquency,Myths,Strong,60,7
Strong myths,Children need protection 24/7 because the world is a dangerous place.,Myths,Strong,69,11
Strong myths,Karate lessons help schoolchildren achieve self-discipline and improve their schoolwork,Myths,Strong,87,10
Strong myths,Drug Abuse Resistance Education (DARE) prevents drug use,Myths,Strong,56,8
Strong myths,A slap on the bottom never hurt anyone.,Myths,Strong,39,8
Strong myths,Young teenagers should be tried and sentenced as adults if they commit serious crimes,Myths,Strong,85,14
Strong myths,Punishment is an effective way of changing children's and adolescents' undesirable behaviors,Myths,Strong,92,12
Strong myths,Kids Need Punishment to Learn,Myths,Strong,29,5
Strong myths,Some Kids Need Tough Love,Myths,Strong,25,5
Strong myths,You either punish them or theyâ€™ll never learn,Myths,Strong,47,8
Strong myths,Toddlers are too young to be disciplined,Myths,Strong,40,7
Strong myths,Strict parents raise well-behaved kids.,Myths,Strong,39,5
Strong myths,A bit of pressure is healthy,Myths,Strong,28,6
Strong myths,Pressure turns on creativity,Myths,Strong,28,4
Strong myths,"You either take full control, or theyâ€™ll walk all over you.",Myths,Strong,61,11
Strong myths,Saying yes equals failing.,Myths,Strong,26,4
Strong myths,"Meltdowns are manipulative, naughty behavior",Myths,Strong,44,5
Strong myths,Comforting toddlers during tantrums will cause more tantrums,Myths,Strong,60,8
Strong myths,You can hold a baby too much,Myths,Strong,28,7
Strong myths,you can spoil a baby by holding them too much,Myths,Strong,45,10
Strong myths,"If babies are carried too often, they'll get used to it",Myths,Strong,55,11
Strong myths,"Babies only cry when they are hungry, tired or need a diaper changed",Myths,Strong,68,13
Strong myths,Excessive crying means something is definitely wrong,Myths,Strong,52,7
Strong myths,Crying strengthens babiesâ€™ lungs so let them cry it out,Myths,Strong,57,10
Strong myths,Your baby will never stop crying,Myths,Strong,32,6
Strong myths,Crying is manipulative,Myths,Strong,22,3
Strong myths,Babies must learn to soothe themselves,Myths,Strong,38,6
Strong myths,Picking up a crying baby will spoil them,Myths,Strong,40,8
Strong myths,Babies shouldn't be spoiled,Myths,Strong,27,4
Strong myths,Donâ€™t Spoil A Baby,Myths,Strong,20,4
Strong myths,If you â€œspare the rodâ€ you will â€œspoil the childâ€,Myths,Strong,57,10
Strong myths,Praise undermines childrenâ€™s ability to be successful,Myths,Strong,55,7
Strong myths,Praising kids makes them smarter.,Myths,Strong,33,5
Strong myths,Affection has its price generate the children's feeling of affection for them through material rewards,Myths,Strong,102,15
Strong myths,Rewards usually decrease the desirable behavior theyâ€™re intended to increase,Myths,Strong,78,10
Strong myths,"If parents are not strict enough, children will behave badly and may become criminal",Myths,Strong,84,14
